textOriginal,processed_text,label
"Nex Carlos ❌
Nex Log in ✅",nex carlos nex log in,0
"Gw yakin iman FatMan ga lemah, bertahan cuy 💪",gw iman fatman ga lemah tahan cuy,0
Mahal cuy😂,mahal cuy,0
Bismillaahi memang tidak boleh menjatuhkan usaha orang lain memang untuk mempertaruhkan di bidang pembisnis memang tidak mudah untuk  jadi pembisnis apapun di dunia ini naudzubillaahi min dzalik ya allah ya robbi allahu akbar...allahu akbar..allahu akbar.,bismillaahi jatuh usaha orang taruh bidang bisnis mudah bisnis dunia naudzubillaahi min dzalik ya allah ya robbi allahu akbarallahu akbarallahu akbar,0
"TERDEBEST NYA MAKAN CUYYY INII SIHHH,,AAMIIN MAMENN 🥰🥰🥰🥰",terdebest nya makan cuyyy sihhhaamiin mamenn,0
Anjirrr ngakak sepanjang video😂😂😂,anjirrr ngakak video,0
Nama gue itu..😂😂,nama gue,0
Yang bapak china asli. Yang dua baju item china kw tuh 😂😂😂 🏃‍♂️‍➡️,china asli baju item china kw tuh,0
Yg asli itu nikmati KLO ada lebih bantu,yg asli nikmat klo bantu,0
Bg loss bobon cuma hibur,bg loss bobon hibur,0
"Ikutin trik bobon koh,jilat² + mualag biar makin gampang cari duit",ikutin trik bobon kohjilat mualag biar gampang cari duit,0
yg setuju nex carlos ikut masak besar bersama bobon ☝☝☝☝☝☝,yg tuju nex carlos masak bobon,0
Badabest 🔥,badabest,0
Nex Carlos + Bobon Santoso = Kocak Abiiss Cuy,nex carlos bobon santoso kocak abiiss cuy,0
Salut sama Nex wlpunn bobon sdkit mabuk TPI bisa kontrol buat iofasi. Pengunjung,salut nex wlpunn bobon sdkit mabuk tpi kontrol iofasi unjung,0
"Jgn login ko, nanti ga bisa makan b4bì lg 😂",jgn login ko ga makan b4b lg,0
akhir nya ketemu duet nya konex wkwkwkwk,nya ketemu duet nya konex wkwkwkwk,0
"Gw klo lihat OTEN sebenarnya kasihan ....
Jadi ingat kisah nabi ibrahim (abraham) vs raja namrud
Beliau Yang berusaha keras melawan kaum penyembah berhala...
Sampai di hukum di bakar hidup² . Dan allah menyelamatkannya dengan mebuat api itu terasa dingin.
Dan naas Raja namrud tumbang sebagai orang yang sesat. DAN kalah hanya dengan nyamuk

Sekarang kita bisa melihat penerus para penyembah berhala seperTi halnya raja namrud. Dengan melihat OTEN.....
Oten percaya dengan kisah abraham. Tapi oten lebih memilih mengikuti jejak Raja Namrud/nimrod(menyembah berhala) dan mentuhankan manusia...

Sungguh sangat di sayangkan mereka malah mengimani ajaran paulus si nabi palsu

Tuhanya abraham/ibrahim adalah allah
Tuhanya moses/musa juga allah
Tuhanya yesus juga allah
Tuhanya bunda maria juga allah
Tuhanya nabi muhammad juga allah
Tuhanya umat islam juga allah
Wah kita sama² bertuhan pada tuhan yang sama (allah)

Jalan kebenaran hanyalah ISLAM❤️",gw klo lihat oten kasihan kisah nabi ibrahim abraham vs raja namrud beliau usaha keras lawan kaum sembah berhala hukum bakar hidup allah selamat mebuat api asa dingin naas raja namrud tumbang orang sesat kalah nyamuk lihat sembah berhala raja namrud lihat oten oten percaya kisah abraham oten pilih jejak raja namrudnimrodmenyembah berhala tuhan manusia sungguh sayang imani ajar paulus si nabi palsu tuhanya abrahamibrahim allah tuhanya mosesmusa allah tuhanya yesus allah tuhanya bunda maria allah tuhanya nabi muhammad allah tuhanya umat islam allah tuhan tuhan allah jalan islam,0
"Nah, gitu dong

Akhirnya collab juga sama Bro Bobon yang sudah mulai tersesat!",gitu collab bro bobon sesat,0
"Tak kira baju biru itu codebiru😂
April moop😂",baju biru codebiru april moop,0
Semoga segera login ko.. 😂😂😂😂😂,moga login ko,0
Ngakak😂😂😂,ngakak,0
Too expensive 😋,too expensive,0
Kenapa cina hobi mkn mie +telur bulat,cina hobi mkn mie telur bulat,0
@10.5,105,0
Bobon anjng😂,bobon anjng,0
Konten sampah kali ini...saya sudah lama follow tapi kali ini contents terlalu jelek,konten sampah kali inisaya follow kali contents jelek,0
Toleransi coy🤣👍,toleransi coy,0
Domba yang tersesat😂...bobon langsung mikir keras,domba tersesatbobon langsung mikir keras,0
seru ada bobon jadi ketawa ngakak gue 🤣🤣,seru bobon ketawa ngakak gue,0
Abis ini collab ajak Nex C masak² bang Bobon😍,abis collab ajak nex c masak bang bobon,0
nex itu foodvloger paling toleran ..trims koh,nex foodvloger toleran trims koh,0
Ini video kapan,video,0
Detak jantung berpacu kencang menunggu JP di SIMBA69 akhirnya pecah juga jackpotnya! 🤣 😅,detak jantung pacu kencang tunggu jp simba69 pecah jackpotnya,1
Kok bisa velocity 😅,velocity,0
"Jangan sampai di review sama 
Code blue,bisa bisa usahanya hancur nanti.😅😅😅",review code bluebisa usaha hancur,0
"Koh nex orang cina ga bs bahasa cin 😅
Tp ad yg lbih parah, lahir di arab besar diarab tp ga bs bahasa arab, ap hayo.koh...😁",koh nex orang cina ga bs bahasa cin tp ad yg lbih parah lahir arab arab tp ga bs bahasa arab ap hayokoh,0
"Ga nyangka, sekarang gantian Ko Nex sama Ko Bobon 😂 
Dlu ko Nex partneran sama adeknya Ko Bobon ( Ko Ricky )",ga nyangka ganti ko nex ko bobon dlu ko nex partner adeknya ko bobon ko ricky,0
Hahahaha seru banget colab dg Bobon😅😅,hahahaha seru banget colab dg bobon,0
Episode paling gokil 😂😂😂,episode gokil,0
duet bercocok dan terlucu si menurut gua🤣gas terus aja sama bobon ko nex🤣,duet cocok lucu si guagas aja bobon ko nex,0
Bercocok😸,cocok,0
@gunawans4285  typo🤣,gunawans4285 typo,0
Duet bercocok tanam,duet cocok tanam,0
Lan ciau????,lan ciau,0
"woi bobon mokel paraah wkwkwkwkwk 
",woi bobon mokel paraah wkwkwkwkwk,0
"Ada hal yang tak lazim Disni : 
1. Bobon berdo'a ala Islam 🎉
2. Bobon yang biasanya masak besar sekarang malah ikut review makanan 😂
3. Bobon dan next gak bisa bahasa cina pusat 🤣🤣
4. Bobon cocok duet sama next buat review makanan 😂😂😂",lazim disni 1 bobon doa ala islam 2 bobon masak review makan 3 bobon next gak bahasa cina pusat 4 bobon cocok duet next review makan,0
💚💚💚💚💚💚💚,,0
"😂😂😂bobon jadi gila gara2 makan sate ""domba yang tersesat""",bobon gila gara2 makan sate domba sesat,0
Selamat .yg diberi hidayah .😂😁😋🤲🤲🤲,selamat yg hidayah,0
Tiba2 velocity jirr😂😂😂,tiba2 velocity jirr,0
"Koh next islam it dmn2 pasti bacaannya sama,,, pakai Ayat al fatihah n ayat2 suci Alquran pastinya,,,",koh next islam it dmn2 baca pakai ayat al fatihah n ayat2 suci alquran,0
Nex jamaludin😂😂,nex jamaludin,0
tiba² velocity ngakak 😂😂,velocity ngakak,0
"di indo mah gampang sekali tukar"" agama..kalo di malaysia,sekali nma mu udah masuk islam,susah di tukar lgi...",indo mah gampang tukar agamakalo malaysiasekali nma mu udah masuk islamsusah tukar lgi,0
"Kali ini tebakannya bener kayu manis, puji tuhan udah ga salah ada kemajuan anabel",kali tebak bener kayu manis puji tuhan udah ga salah maju anabel,0
"Masyaallah mas bobon berdoa sebelum makan...semoga jngan lupa bismillahirrahmanirrahim setiap mau apapu ya mas bobon sehat selalu dijauhkan dari perbuatan keji dan mungkar,murah rejekinya amin🤲🤲",masyaallah mas bobon doa makansemoga jngan lupa bismillahirrahmanirrahim apapu ya mas bobon sehat keji mungkarmurah rejekinya amin,0
"Setelah sekian lama akhirnya bisa ngakak puas liat episode kali ini 😂😂😂
Sering"" sama bobon koh",sekian ngakak puas liat episode kali bobon koh,0
Velocity merajalela,velocity rajalela,0
lagi kali ini saya ko nex kolab gk q skip😅,kali ko nex kolab gk q skip,0
Mntp,mntp,0
kolab yg membagongkan 😂,kolab yg bagong,0
Kaninia lebih cinaan gw (asli jawa) di banding koh bobon sama koh nex🤣🤣🤣,kaninia cina gw asli jawa banding koh bobon koh nex,0
"Lu kayanya kudu bikin konten bareng bobon deh koh ,tentang masak dan makan besar hahah pasti seru",lu kaya kudu bikin konten bareng bobon deh koh masak makan hahah seru,0
Gk bisa makan enaknya  B2 om bobon😂😂😂😂😂😂 salam saudara nkri harga mati,gk makan enak b2 om bobon salam saudara nkri harga mati,0
Sering2 collab sama bobon😂,sering2 collab bobon,0
Terus bang bon dakwahi teman2 bang bon agar mengenal islam...🤲,bang bon dakwah teman2 bang bon kenal islam,0
hau che ma.....???tien cai na li wo hai mei ci ko,hau che matien cai na li wo hai mei ci ko,0
"Jangan log in cuma buat konten om
Kita lebih suka konten dengan jadi diri sendiri tanpa harus bawa² agama.",log in konten om suka konten bawa agama,0
"yang gw suka nonton dari ko nex ini adab makannya cuyyy, kalau ada makanan dalam porsi besar, ko nex pasti minta tambah sendok baru, atau minta piring/mangkok baru buat baik buat cicipin makanannya, selalu lucu dan sukses ko",gw suka nonton ko nex adab makan cuyyy makan porsi ko nex sendok piringmangkok cicipin makan lucu sukses ko,0
Seru koh next &bang bobon mantap cuy..colab again..🥳🥳🥳,seru koh next bang bobon mantap cuycolab again,0
Hau ce...,hau ce,0
ahhhsiapppp,ahhhsiapppp,0
Kocakkk😅😅😅,kocakkk,0
"Tetep teguh dlm iman kristen koh, jgn krn follower jd mualaf, Tuhan Yesus selalu menjagamu.🙏🙏🙏",tetep teguh dlm iman kristen koh jgn krn follower jd mualaf tuhan yesus jaga,0
Udah2 lah bon ujung2nya mau masuk dpr 😂,udah2 bon ujung2nya masuk dpr,0
"Nie colab yg ditunggu,mantab",nie colab yg ditunggumantab,0
Ada yang notis bapak baju oren ga pas koh bobon bilang lancia* di dalam resto ? 😂,not baju oren ga pas koh bobon bilang lancia resto,0
Lanciao?,lanciao,0
@MrEvan1404  jgn diperjelas om :v,mrevan1404 jgn om v,0
"MUAHAL X COK SUMPAH , ENAK SI ENAK TAPI MUAHAL X",muahal x cok sumpah enak si enak muahal x,0
"Lu pada cina apaan, gak bisa bahasa cina? 😂😂😂😂",lu cina gak bahasa cina,0
Lancio itu rudal hipersonik 😅,lancio rudal hipersonik,0
Tinggal collab sama kakaknya @Ricksnt 😂,tinggal collab kakak ricksnt,0
Lah ini SDH kolab sama kakaknya @Ricksnt,sdh kolab kakak ricksnt,0
"@@S32P haha maksudnya sama kakaknya, Ricksnt 🤣",s32p haha maksud kakak ricksnt,0
@@healingmoments_yt kakak ricksnt ya bobon,healingmoments yt kakak ricksnt ya bobon,0
Sdm rendah di indo suka ngata2in china padahal d sana banyak saudara kita yg muslim juga 😢,sdm rendah indo suka ngata2in china d saudara yg muslim,0
"Aamiin, semoga koh carlos segera mendapatkan hidayah",aamiin moga koh carlos hidayah,0
"Ayo ke banyuwangi koh.,mkn di RM REHANA",ayo banyuwangi kohmkn rm rehana,0
COLLAB PALING TOP !!!,collab top,0
Next ajak si Ric juga pasti tambah seru rame 😁 sekalian nostalgia jaman KIG dulu 😁,next ajak si ric seru rame nostalgia jaman kig,0
"Buat bon bon walau pun tidak sahur karena ketiduran, puasa nya masih bisa di lanjutkan",bon bon sahur tidur puasa nya,0
"Kelihatan bobon mualaf karena terpaksa, di jebak. Hati dan sikap berbeda 😅",lihat bobon mualaf paksa jebak hati sikap beda,0
"Mo bukan dr hati kek atw ikhlas kek..... itu bkn urusan manusia. Menghukumi sesuatu itu sesuai dng hukum Dzohirnya aj. Adapun isi hatinya itu jd urusan dia dng Rabb nya. Kita hnya diperintahkan untuk slu Husnudzon...... Krn anda bukan Dukun ramal yg bisa nebak2 isi hati seseorang...... dan haram menebak2 isi hati seseorang dng prasangka buruk...... krn dlm Islam klo Dzohirnya dia sdh ber Syahadat dng benar dan sungguh2, maka dia Muslim..... Tdk mudah untuk mengeluarkan atw membatalkan seseorang drke Islaman. Meskipun perbuatannya mngkin blm benar dlm sisi Syari'at. Dia hanya bsa disebut Muslim yg lemah Imannya atw Muslim yg bermaksiat atw muslim yg fasik dsb. Tp bukan Murtad atw Kafir gak boleh/Haram sembarangan memvonis demikian.",mo dr hati kek atw ikhlas kek bkn urus manusia hukum sesuai dng hukum dzohirnya aj isi hati jd urus dng rabb nya hnya perintah slu husnudzon krn dukun ramal yg nebak2 isi hati orang haram menebak2 isi hati orang dng prasangka buruk krn dlm islam klo dzohirnya sdh ber syahadat dng sungguh2 muslim tdk mudah atw batal orang drke islam mngkin blm dlm sisi syariat bsa muslim yg lemah iman atw muslim yg maksiat atw muslim yg fasik dsb tp murtad atw kafir gak bolehharam sembarang vonis,0
Orang cindo mlongo basa cina. Lucu si 😂,orang cindo mlongo basa cina lucu si,0
Bobonn tihati kesandung.nnti nyesekk loh😂,bobonn tihati kesandungnnti nyesekk loh,0
Penonton paling suka dimana next makan mie.😂agak kesusahan ya koh? Tp unik bgt lucu wkwkwkk,tonton suka next makan mieagak susah ya koh tp unik bgt lucu wkwkwkk,0
"ko Nex tolong kasi tau sm ko Bobon : ""Dan keselamatan tidak ada di dalam siapapun juga selain di dalam Dia, sebab di bawah kolong langit ini tidak ada nama lain yang diberikan kepada manusia yang olehnya kita dapat diselamatkan.""
 🤍 Jadi diluar Yesus tidak ada keselamatan. Hanya Yesus yg menyediakan tempat di surga, krn Yesus datang dr surga & empunya surga.",ko nex tolong kasi tau sm ko bobon selamat kolong langit nama manusia selamat yesus selamat yesus yg sedia surga krn yesus dr surga empunya surga,0
"tentu ini direkam setelah mualaf tapi sebelum Lebaran.

demen bgt gw ama Bobon... ga usah pura2 puasa kalau belum sanggup.",rekam mualaf lebaran demen bgt gw ama bobon ga pura2 puasa sanggup,0
16:50 codeblu😂😂,1650 codeblu,0
Jadi teringat ama film ?(tanda tanya) dimana ada bos restoran chinese food dia etnis tionghoa konghucu dan punya waitress yg muslimah (revalina s temat). selalu di ingetin tentang sholat 5 waktu😊😊😊,ama film tanda bos restoran chinese food etnis tionghoa konghucu waitress yg muslimah revalina s temat ingetin sholat 5,0
"Di tunggu bang nexcarlos login....
هداك الله",tunggu bang nexcarlos login,0
Kolaborasi paling epic❤,kolaborasi epic,0
Kocak 😂🤣🤣  nonton nya ngakak mulu,kocak nonton nya ngakak mulu,0
👍👍👍👍👍,,0
Semoga Koh Nex semakin sukses ya....Tuhan memberkati,moga koh nex sukses yatuhan kati,0
Wkwk siapa sangka orang tasik 😅,wkwk sangka orang tasik,0
"hahahhaa ngakak banget, sama sama chinese tapi gak bisa bahasa cina. bener kata orang2 sg sm malaysia, cina indonesia kemana2 kalau ditanya asli mana, pasti jawabnya indonesia, karna cina indonesia mukanya ajah cina tapi bahasanya tetap indonesia.",hahahhaa ngakak banget chinese gak bahasa cina bener orang2 sg sm malaysia cina indonesia kemana2 asli indonesia karna cina indonesia muka ajah cina bahasa indonesia,0
"Klo bhsa Nasionalnya yaitu Mandarin mmng gk semua Chindo bisa. Kecuali klo kursus. Tp klo bhsa ibu/daerah dr masing2 Sub Suku, kemungkinan bisa..... Spt bhsa Hakka/Khek dr Prop Guangdong. Kmungkinan Bobon bsa krn dia orang Kunthien/Pontianak.......",klo bhsa nasional mandarin mmng gk chindo kecuali klo kursus tp klo bhsa ibudaerah dr masing2 sub suku spt bhsa hakkakhek dr prop guangdong kmungkinan bobon bsa krn orang kunthienpontianak,0
Keren bet,keren bet,0
Wajib kesini nih 😭🤤🤤🤤,wajib kesini nih,0
Wah mie nya hand made ...mantap tuh,mie nya hand made mantap tuh,0
semoga ko nex tetap kuat dengan iman nya tidak terpengaruh rayuan bobon wkwk,moga ko nex kuat iman nya pengaruh rayu bobon wkwk,0
insyaallah Koh Nex tetep istiqomah dg imannya... alhamdu.. lillah,insyaallah koh nex tetep istiqomah dg iman alhamdu lil,0
"@@dre5806 pastilah....yg mualaf nyesel , muhammad aja masih di neraka , bini nya aja banyak....sekali Kristen tetap Kristen, hanya Yesus yg janjikan keselamatan",dre5806 pastilahyg mualaf nyesel muhammad aja neraka bini nya aja banyaksekali kristen kristen yesus yg janji selamat,0
Bobon bukan terpengaruh tapi dijebak,bobon pengaruh jebak,0
"​@ tidak sah masuk Islam kalau merasa dijebak dan dipaksa ngucapin syahadat... jd silahkan saja Bobon tetep menjalankan iman lamanya gk masalah itu walaupun dia sudah ucapin syahadat jg.. tp Bobon malah keterusan, dijebak kok begitu..",sah masuk islam jebak paksa ngucapin syahadat jd silah bobon tetep jalan iman gk ucapin syahadat jg tp bobon jebak,0
@odov-s5g  bodoh aja mereka2 yg mau ikutin ajaran iblis yg nabinya mati diracun dan suka dgn anak di bawah umur,odovs5g bodoh aja mereka2 yg ikutin ajar iblis yg nabi mati racun suka dgn anak umur,0
3:19 Lanciaw 😂😂😂,319 lanciaw,0
"Rekomendasi nya oke nihh, bisa di coba!",rekomendasi nya oke nihh coba,0
Episode yang paling menyenangkan...toleransi beragama dan berkebudayaan yang bukan kaleng2...salut buat nexbon😊,episode menyenangkantoleransi agama budaya kaleng2salut nexbon,0
Nyir tasik euy 😂,nyir tasik euy,0
"keinget ko ric, inilah 2 org yang berhasil setelah sama dia",keinget ko ric 2 org hasil,0
Anaji😂😂😂,anaji,0
Lucu karyawannya .. Bosnya kayk e juga humble,lucu karyawannya bos kayk e humble,0
"Bang carlos  dan santoso  kan bisa  bahasa mandarin ! Bahasa nenek moyang jangan di lupakan  ,walaupun lahir di indonesia ,!!",bang carlos santoso bahasa mandarin bahasa nenek moyang lupa lahir indonesia,0
"Editornya keren nih, beneran kerja 🙌🔥😁",editor keren nih beneran kerja,0
"setuju dengan bobon jng jatuhkan usaha orang, cukup di bilangin di belakang layar jika ada yg gak berkenan",tuju bobon jng jatuh usaha orang bilangin layar yg gak kenan,0
"Ada foodvlogger2 prmp tdk tau adab yg niatnya utk narsis,, jd ga peduli merugikan org lain",foodvlogger2 prmp tdk tau adab yg niat utk narsis jd ga peduli rugi org,0
"​@@angeliratna8163ada juga si tengil muka badak yg sekarang lg di tuntut denda 1M gegara bacotannya yg sok. 
Jelek²in usaha org pdhal dia aja bukan siapa².
Org culinary jg bukan... 😅😅
Si kode biru muka ken***",angeliratna8163ada si tengil muka badak yg lg tuntut denda 1m gegara bacot yg sok jelek in usaha org pdhal aja org culinary jg si kode biru muka ken,0
Dan saya prnh coba tomyam mknan Malaysia buka di Jawa Krn penasaran saya coba n tidak cocok dengn lidhku saya cuma diam n berusaha menghabiskanya,prnh coba tomyam mknan malaysia buka jawa krn penasaran coba n cocok dengn lidhku diam n usaha menghabiskanya,0
"Mana bisa    ..
Semua kejelekan harus publik tau...
Saya mendukung yg dilakukan codeblue",jelek publik tau dukung yg laku codeblue,0
Ya Allah Berikanlah Nex Carlos Hidayah Agar Masuk Islam Amiiin ...,ya allah nex carlos hidayah masuk islam amiiin,0
Lan jiao la mian,lan jiao la mi,0
La Mian kalo ke Jepang Ramen,la mi kalo jepang ramen,0
"Saya sangat respect dg bobon versi muslim , menyala bang",respect dg bobon versi muslim nyala bang,0
"""Bahasa nyuruh"" dia bisa... average bapak bapak Chinese di Indo 😂",bahasa nyuruh average chinese indo,0
sekali login dia dapat 7 bidadari cuy pisang ambonpun bisa jadi keris,login 7 bidadari cuy pisang ambonpun keris,0
Ngomong lanjiao kenceng banget di lingkungan chinese 😂,ngomong lanjiao kenceng banget lingkung chinese,0
Bobon kasih babi panggang...auto kafiiiiir😂,bobon kasih babi panggangauto kafiiiiir,0
Style ownernya style crazy rich😅😅😂😂,style ownernya style crazy rich,0
"Nex Carlos semoga iman n agama anda tdk mudah d beli oleh habib2 sesat  seperti bobon yg belajar dr habib Derry seperti ular yg menggoda manusia yg tdk beriman sehingga jatuh k dlam dosa n utk bobon jika anda ingin masuk surga itu semua tergantung dr perbuatan anda selama hidup d dunia n semua ucapan, tingkah laku n anda tdk menghina Tuhan Allah Yesus Kristus n Sang Budha n jika anda bobon bisa menjalani kesengsaraan seperti yg d alami Tuhan Yesus Kristus n seperti sang Budha maka anda baru bsa masuk surga ,tetapi  sya tdk yakin anda bobon bsa masuk surga krna agama n iman saja sdh anda buang n kebanyakan org cina yg msuk Islam krna bsa mudah kawin cerai n mudah nikah dgn wanita apa saja tanpa bnyak keluarkan harta itulah kebanggan anda, smga Nex Carlos tetap beriman teguh pda ajaran agama.anda sendiri n takut akan ajaran Tuhan Allah Yesus Kristus  Bapa D Surga n smga Kuasa Allah Roh Kudus melindungi Nex Carlos beserta istri n anak2  amin 🙏🙏🙏",nex carlos moga iman n agama tdk mudah d beli habib2 sesat bobon yg ajar dr habib derry ular yg goda manusia yg tdk iman jatuh k dlam dosa n utk bobon masuk surga gantung dr hidup d dunia n tingkah laku n tdk hina tuhan allah yesus kristus n sang budha n bobon jalan sengsara yg d alami tuhan yesus kristus n sang budha bsa masuk surga sya tdk bobon bsa masuk surga krna agama n iman sdh buang n org cina yg msuk islam krna bsa mudah kawin cerai n mudah nikah dgn wanita bnyak harta banggan smga nex carlos iman teguh pda ajar agamaanda n takut ajar tuhan allah yesus kristus bapa d surga n smga kuasa allah roh kudus lindung nex carlos istri n anak2 amin,0
